Start Date,Event Category,Description,Event Type,Event Country,Event Province,Event Type V2,Headline,E Latitude,E Longitude
2/14/2022 12:00:00 AM,Government & Political,"In Athens, Attica region Greece, the Ministry of Foreign Affairs stated that two Greek expatriates in Ukraine had been killed and two seriously wounded in Hranitne near the front line of the conflict with separatist forces. The Greek Embassy earlier called on all Greeks to leave Ukraine immediately and issued advice against traveling, Ekathimerini reported. Source link : https://www.ekathimerini.com/news/1177480/greece-says-two-expatriates-killed-in-eastern-ukraine-urges-all-greeks-to-leave-immediately/",State Action,Greece,Attica,Statement,Greek Ministry of Foreign Affairs report on expatriates in Ukraine,37.9757877,23.7290908
2/15/2022 12:00:00 AM,Government & Political,"In Brussels, Belgium, North Atlantic Treaty Organization (NATO) General Secretary Jens Stoltenberg, Germany’s chancellor Olaf Scholz and Ukraine’s Minister of Foreign Affairs Dmytro Ivanovych Kuleba separately announced that Russia’s potential recognition of Ukraine’s Donetsk People's Republic (Donetskaya Narodnaya Respublika : DPR) and Luhansk People's Republic (Luganskaya narodnaya respublika : LPR) separatist republics as independent would violate the Minsk Agreement on the Donbas conflict settlement, Tass reported. Source link : https://tass.ru/mezhdunarodnaya-panorama/13714077?utm_source=facebook.com&utm_medium=social&utm_campaign=smm_social_share&fbclid=IwAR2gCRvdAgUXif_O0yy957JbSSSknJeuhDpPa8yh2V49Qbzvq4yA8sOdjU0",State Action,Belgium,Brussel,Statement,NATO Secretary General states Russia's recognition of DPR and LPR will be a violation of the Minsk agreements,50.8791181,4.4261565
2/14/2022 12:00:00 AM,Government & Political,"In Washington, United States, Secretary of State Antony Blinken announced that the US would close its embassy in Kyiv, Ukraine, and destroy the documents concerning immigration and travel to protect information over the fear of Russian invasion of the country, the Hill reported. Source link : https://thehill.com/policy/international/594193-us-embassy-in-kyiv-destroy-documents-as-drawdown-underway",State Action,United States,District of Columbia,Statement,"United States announces closing its embassy in Kyiv, Ukraine",38.9071923,-77.0368707
2/14/2022 12:00:00 AM,Government & Political,"In Ottawa, Ontario province, Canada, Prime Minister Justin Trudeau announced that the federal government would send lethal equipment and ammunition worth USD6.1 million to Ukraine to deal against a probable Russian invasion in the region in addition to a USD393 million loan, Global News reported. Source link : https://globalnews.ca/news/8618711/ukraine-russia-lethal-aid-invasion-trudeau/",State Action,Canada,Ontario,Statement,Canada announces sending lethal aid to Ukraine,45.4215296,-75.6971931
2/15/2022 12:00:00 AM,Government & Political,"In Kyiv, Ukraine, President Volodymyr Zelenskyi publicly called for all businessmen and politicians who had left Ukraine in light of increased threats of a Russian military invasion, to return to Ukraine within a day, or to face unspecified political consequences, RTVI reported. Source link : https://rtvi.com/news/prigovor-sebe-oni-vynesli-zelenskiy-prizval-pokinuvshikh-ukrainu-biznesmenov-i-deputatov-vernutsya-n/",State Action,Ukraine,Kyiv,Statement,President urges businessmen and politicians to return or face consequences in Ukraine,50.45,30.523
2/14/2022 12:00:00 AM,Government & Political,"In Kyiv, Ukraine, during an official visit to meet Ukrainian President Zelensky, German Chancellor Scholz to Kyiv, Ukrainian authorities pledged to present draft bills on Donetsk and Luhansk's special status and the holding of municipal elections for public discussions, News Depo reported. Source link : https://news.depo.ua/ukr/news/zelenskiy-poobitsyav-sholtsu-diskusiyu-shchodo-zakoniv-pro-donbas-202202141424333",State Action,Ukraine,Kyiv,Statement,German Chancellor states that Ukraine planned to draft laws on elections,50.45,30.523
2/15/2022 12:00:00 AM,Government & Political,"In Moscow, Russian Federation, Russia’s State Duma voted in support of a bill which urged Russia’s President Vladimir Vladimirovich Putin to recognise the independence of Ukraine’s separatist regions of Donetsk People's Republic (Donetskaya Narodnaya Respublika : DPR) and Luhansk People's Republic (LPR), the Moscow Times reported. Source link : https://www.themoscowtimes.com/2022/02/15/russian-parliament-backs-plan-to-recognize-breakaway-ukrainian-regions-a76381",State Action,Russian Federation,Moscow Oblast,Statement,Russia’s parliament vote in support of a bill on Ukraine’s separatist regions,55.756237,37.6155964
2/15/2022 12:00:00 AM,Government & Political,"In Kyiv, Ukraine, the government sources stated that French President Emanuel Macron and German Chancellor Olaf Scholtz reportedly sought to convince Ukraine’s President Volodymyr Zelenskyi to hold direct talks with Donetsk People's Republic (DPR) and Luhansk People's Republic (LPR) separatist militias and/or to grant 'special status' to the separatist regions, long demanded by Russia at Normandy Four meetings, the Kyiv Independent reported. Source link : https://kyivindependent.com/national/sources-germany-france-ask-zelensky-to-comply-with-russias-spin-of-minsk-agreements/",State Action,Ukraine,Kyiv,Statement,France and Germany attempt to convince Ukraine to conduct direct talks with DPR and LPR separatist,50.4501,30.5234
2/15/2022 12:00:00 AM,Government & Political,"In Moscow, Russia, the Parliament voted in favour of a bill which urged President Vladimir Putin to recognise the independence of Ukraine’s separatist regions controlled by Donetsk People's Republic (DPR) and Luhansk People's Republic (LPR) militias, the Moscow Times reported. Source link : https://www.themoscowtimes.com/2022/02/15/russian-parliament-backs-plan-to-recognize-breakaway-ukrainian-regions-a76381",State Action,Russian Federation,Moscow,Statement,Russian parliament recognises the independence of Ukraine’s separatist regions,55.755826,37.6173
2/15/2022 12:00:00 AM,Government & Political,"In Kyiv, Ukraine, French President Emmanuel Macron and German Chancellor Olaf Scholtz urged Ukraine’s President Volodymyr Zelenskyi to hold direct talks with Donetsk People's Republic (Donetskaya Narodnaya Respublika: DPR) and Luhansk People's Republic (Luganskaya narodnaya respublika: LPR) separatist militias and/or to grant a special status to the separatist regions, which was demanded by Russia at Normandy Four meetings, Kyiv Independent reported. Source link : https://kyivindependent.com/national/sources-germany-france-ask-zelensky-to-comply-with-russias-spin-of-minsk-agreements/",State Action,Ukraine,Kyiv,Statement,France and Germany urge Ukraine to comply with the Minsk agreements,50.45,30.523
2/15/2022 12:00:00 AM,Government & Political,"In Moscow, Russia, Ukraine’s delegation in the Trilateral Contact Group (TCG) on the Donbas conflict settlement requested the Organization for Security and Co-operation in Europe (OSCE) to hold an emergency session to discuss the Russian parliament’s initiative for diplomatic recognition of the independence of Ukraine’s separatist regions of Donetsk and Luhansk, Hromadske reported. Source link : https://hromadske.ua/posts/ukrayina-prosit-obsye-terminovo-sklikati-pozachergovi-konsultaciyi-tkg-cherez-propoziciyu-rf-viznati-ldnr",State Action,Russian Federation,Moscow,Statement,Ukraine urges OSCE to convene consultations of Russia's proposal,55.7562,37.6155
2/16/2022 12:00:00 AM,Government & Political,"In Moscow, Russia, Presidential spokesperson Dmitry Sergeyevich Peskov stated that Russian parliament’s initiative for diplomatic recognition of the independence of Ukraine’s separatist regions of Donetsk and Luhansk did not align with the Minsk Agreement on Ukraine’s Donbas conflict settlement, Kommersant reported. Source link : https://www.kommersant.ru/doc/5217846?from=top_main_1",State Action,Russian Federation,Moscow,Statement,Russia states the initiative for diplomatic recognition did not align with the Minsk Agreement,55.756,37.616
2/16/2022 12:00:00 AM,Government & Political,"In Verkhovna Rada of Ukraine, Kyiv, Ukraine, parliamentary chairperson Ruslan Stefanchuk stated his intentions to ask the National Security and Defence Council to introduce sanctions on Russian Members of Parliament (MPs) who had tabled an initiative for Russia's diplomatic recognition of the independence of Ukraine’s separatist regions of Donetsk and Luhansk, RBC reported. Source link : https://www.rbc.ru/politics/16/02/2022/620cb9a39a7947e48292ea69?from=newsfeed",State Action,Ukraine,Kyiv,Statement,Ukraine’s official urges Defence Council to sanction Russian ministers,50.4473,30.5368
2/15/2022 12:00:00 AM,Government & Political,"In Verkhovna Rada, Kyiv, Ukraine, the Parliament (Verkhovna Rada) voted in support of amendments to the Criminal Code introducing administrative and criminal liability for anti-Semitism, Hromadske reported. Source link : https://hromadske.ua/posts/v-ukrayini-zyavitsya-kriminalna-vidpovidalnist-za-antisemitizm-rada-uhvalila-zakonoproyekt",State Action,Ukraine,Kyiv,Statement,Ukrainian Parliament adopt amendments to the Criminal Code,50.447,30.537
2/16/2022 12:00:00 AM,Government & Political,"In Rada, Ukraine, Supreme Council of Ukraine (Verkhovna Rada) speaker Ruslan Stefanchuk stated his intentions to ask the National Security and Defence Council (NSDC) to introduce sanctions against deputies of the State Duma of Russia, who had tabled an initiative for Russia's diplomatic recognition of the independence of Ukraine’s separatist regions of Donetsk People's Republic (Donetskaya Narodnaya Respublika : DPR) and Luhansk People's Republic (Luganskaya narodnaya respublika : LPR), RBC reported. Source link : https://www.rbc.ru/politics/16/02/2022/620cb9a39a7947e48292ea69?from=newsfeed",Non State Action,Ukraine,Rada,Statement,Ukraine's Supreme Council speaker urges to impose sanctions on officials from Russia's Duma,50.447334,30.536877
2/16/2022 12:00:00 AM,Government & Political,"In State Duma, Russian Federation, presidential spokesperson Dmitry Peskov stated that Russian parliament’s initiative for diplomatic recognition of the independence of Ukraine’s separatist regions of Donetsk and Luhansk did not align with the Minsk Agreement on Ukraine’s Donbas conflict settlement, Kommersant reported. Source link : https://www.kommersant.ru/doc/5217846?from=top_main_1",State Action,Russian Federation,State Duma,Statement,Russia’s presidential spokesperson states recognition of Ukraine’s separatist regions does not correlate with Minsk agreement,55.757923,37.6158391
2/16/2022 12:00:00 AM,Government & Political,"At the Government House, Kyiv, Ukraine, a group of Polish Members of Parliament (MPs) visited the Ukrainian parliament to demonstrate solidarity amid Russian military invasion. The delegation stated the importance of Ukrainian territorial integrity for Europe-wide security, the First News reported. Source link : https://www.thefirstnews.com/article/polish-mps-visit-ukrainian-parliament-in-show-of-solidarity-27929",State Action,Ukraine,Kyiv,Statement,Polish ministers visit Ukrainian parliament to show solidarity amid Russian invasion,50.448,30.534
2/16/2022 12:00:00 AM,Government & Political,"In London, England province, United Kingdom, Minister of Interior Priti Patel spoke with Italian counterpart Luciana Lamorgese discussed the security situation in Ukraine, highlighting the need for a diplomatic resolution to be found and the importance of protecting Italians and Brits living in Ukraine, United Kingdom Government reported. Source link : https://www.gov.uk/government/news/home-secretary-call-with-italian-interior-minister",State Action,United Kingdom,England,Statement,United Kingdom's Minister of Interior spoke with Italian counterpart to discuss security situation in Ukraine,51.5005043,-0.1242047
2/16/2022 12:00:00 AM,Government & Political,"In Kyiv, Ukraine, the parliament passed the draft bill No. 0065 to withdraw from the decision to establish a Commonwealth of Independent States (CIS) anti-terrorism centre. CIS anti-terrorism centre ensures ensures coordination of cooperation between the authorities of the member states to combat terrorism and extremism, 112 International reported.
 Source link :",State Action,Ukraine,Kyiv,Statement,Ukrainian parliament withdraws from CIS anti-terrorism centre,50.447,30.537
2/24/2022 12:00:00 AM,Government & Political,"In Doha, Qatar, The Emir Sheikh Tamim bin Hamad al-Thani received a call from the Ukrainian President Volodymyr Zelenskiy. The Ukrainian President reportedly briefed the Emir on the latest developments in Ukraine, Furthermore, the Emir called upon all parties to exercise restraint and solve the crisis through diplomatic means, Reuters reported. Source link :",State Action,Qatar,Doha,Statement,Ukrainian President discusses the conflict situation with Qatar's Emir,25.2854473,51.5310398
3/21/2022 12:00:00 AM,Government & Political,"In Beryslav, Khersons'ka Oblast, Ukraine, Russian Armed Forces kidnapped the Mayor of Beryslav Oleksandr Shapovalov and one local activist. The Kherson Regional State Administration confirmed the kidnapping, BBCM reported. Source link : https://monitoring.bbc.co.uk/product/c203bzk5",,Ukraine,Kherson,Action,Russian troops kidnap Ukraine's mayor in Ukraine's Khersons'ka,46.8333,33.4167
